PROVISIONAL ,,,,,,,,,,,,,,,,
AREFNO,Borough,Boro,Latitude,Longitude,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,CasualtyCount,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1200231061,Waltham Forest,13,51.57019767,-0.02798859,536765,187545,1,1 Driver/Rider,1 Male,Oct-15,11,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231099,Hackney,4,51.56150972,-0.07066714,533833,186500,1,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200231133,Lambeth,9,51.47202667,-0.13532501,529605,176433,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,04 Crossing Road Within 50M Xing,2 From Drivers N/Side Msk,1 Pedestrian
1200231149,Redbridge,14,51.56705246,0.11585118,546743,187474,1,1 Driver/Rider,1 Male,Oct-15,15,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231266,Barking & Dagenham,16,51.53800992,0.1639529,550172,184342,1,2 Passenger,2 Female,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200231269,Westminster,1,51.53467421,-0.18027608,526310,183321,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200231323,Enfield,32,51.63431601,-0.06973261,533684,194598,1,3 Pedestrian,2 Female,Oct-15,12,1,3 Slight,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian
1200231381,Waltham Forest,13,51.61278776,-0.01796902,537331,192300,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200231446,Camden,2,51.51666971,-0.13044661,529817,181406,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200231596,Southwark,8,51.48699821,-0.08447334,533093,178189,1,1 Driver/Rider,2 Female,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231635,Barnet,30,51.64829983,-0.23009404,522549,195872,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200231650,Wandsworth,10,51.46411411,-0.18700063,526038,175463,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200231675,Southwark,8,51.42772416,-0.08269498,533389,171601,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200231823,Hammersmith & Fulham,11,51.49874197,-0.24295498,522059,179219,1,1 Driver/Rider,1 Male,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231887,Lewisham,7,51.45622424,-0.03610191,536543,174856,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200231916,Waltham Forest,13,51.57379054,0.0056767,539087,188008,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200231979,Waltham Forest,13,51.58715597,-0.00819955,538085,189468,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian
1200232087,Wandsworth,10,51.44205682,-0.16630358,527537,173046,2,2 Passenger,2 Female,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200232094,Greenwich,6,51.48589215,0.00741881,539476,178237,1,3 Pedestrian,2 Female,Oct-15,15,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200232164,Merton,22,51.40137856,-0.15519272,528423,168542,1,3 Pedestrian,2 Female,Oct-15,10,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200232249,Enfield,32,51.66289547,-0.07748222,533064,197762,1,3 Pedestrian,2 Female,Oct-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200232268,Bexley,18,51.49378617,0.13824568,548533,179372,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200232467,Newham,17,51.530083,0.03765075,541438,183209,1,3 Pedestrian,2 Female,Oct-15,13,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200232486,Richmond-Upon-Thames,24,51.40669917,-0.33764492,515719,168830,2,3 Pedestrian,1 Male,Oct-15,10,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200232551,Croydon,20,51.36004014,-0.03147066,537152,164169,2,2 Passenger,2 Female,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200232551,Croydon,20,51.36004014,-0.03147066,537152,164169,4,2 Passenger,2 Female,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200232635,Richmond-Upon-Thames,24,51.42840582,-0.36439,513805,171202,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200232646,Croydon,20,51.38237951,-0.09571435,532615,166535,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200232938,Hammersmith & Fulham,11,51.49552433,-0.24186861,522143,178863,1,1 Driver/Rider,1 Male,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200232949,Ealing,27,51.55185667,-0.37436158,512807,184915,1,1 Driver/Rider,1 Male,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200232972,Bexley,18,51.43657438,0.100866,546121,172935,1,3 Pedestrian,2 Female,Oct-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200233028,Newham,17,51.52254977,0.03335035,541163,182363,1,3 Pedestrian,'-1 Unknown,Oct-15,12,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200233031,Croydon,20,51.38823157,-0.12796804,530354,167128,1,3 Pedestrian,2 Female,Oct-15,10,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200233033,Harrow,29,51.59300483,-0.34658785,514629,189534,1,2 Passenger,2 Female,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200233069,Ealing,27,51.49809167,-0.3057379,517703,179044,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian
1200233107,Redbridge,14,51.57099994,0.0963363,545378,187874,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian
1200233153,Enfield,32,51.64444944,-0.05603298,534602,195750,1,1 Driver/Rider,1 Male,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200233189,Newham,17,51.53378867,0.06281851,543172,183670,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200233268,Lewisham,7,51.43400584,0.00937342,539770,172471,1,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200233328,Bexley,18,51.45433166,0.1521324,549626,175013,1,2 Passenger,2 Female,Oct-15,11,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200233511,Tower Hamlets,5,51.5270689,-0.0253258,537079,182754,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,04 Crossing Road Within 50M Xing,4 From Drivers O/Side Msk,1 Pedestrian
1200233745,Lewisham,7,51.4338171,-0.05841343,535059,172323,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200233759,Havering,15,51.6035741,0.17583414,550779,191657,1,3 Pedestrian,2 Female,Oct-15,15,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200233865,Barking & Dagenham,16,51.56213805,0.14730746,548939,186991,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian
1200233960,Waltham Forest,13,51.58120404,-0.01834679,537400,188787,2,2 Passenger,2 Female,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200234047,Brent,28,51.58415843,-0.2657002,520255,188680,1,3 Pedestrian,2 Female,Oct-15,12,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200234170,Enfield,32,51.61849056,-0.13939576,528908,192713,1,3 Pedestrian,2 Female,Oct-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200234172,Croydon,20,51.39347085,-0.1148314,531253,167734,2,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200234290,Croydon,20,51.33993714,-0.11710024,531248,161777,1,3 Pedestrian,2 Female,Oct-15,13,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200234324,Croydon,20,51.39050584,-0.13355262,529959,167371,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200234350,Barking & Dagenham,16,51.57304705,0.14825428,548969,188206,1,1 Driver/Rider,1 Male,Oct-15,14,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200234510,Tower Hamlets,5,51.49137492,-0.00559285,538556,178822,4,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200234636,Barnet,30,51.57220963,-0.2183751,523566,187430,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200234682,Bexley,18,51.45696727,0.14277037,548967,175287,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200234812,Kingston-Upon-Thames,23,51.41977838,-0.28612651,519268,170367,1,1 Driver/Rider,1 Male,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200234813,Enfield,32,51.63152121,-0.05677462,534589,194311,2,2 Passenger,1 Male,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200234915,Barking & Dagenham,16,51.55120457,0.11898186,547011,185718,1,3 Pedestrian,1 Male,Oct-15,12,1,2 Serious,08 In Centre Of Carriageway,7 In Rd Facing Traffic,1 Pedestrian
1200234921,Bexley,18,51.47760477,0.14530821,549076,177587,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200234929,Camden,2,51.56998095,-0.15105944,528237,187298,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200234995,Barnet,30,51.60976442,-0.2782726,519317,191507,1,3 Pedestrian,1 Male,Oct-15,13,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200235177,Harrow,29,51.58632384,-0.36071706,513667,188769,1,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200235185,Tower Hamlets,5,51.52026946,-0.05433419,535087,181944,2,2 Passenger,1 Male,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200235219,Sutton,21,51.38419081,-0.17396354,527165,166598,1,1 Driver/Rider,2 Female,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,8 Other Vehicle
1200235317,Barking & Dagenham,16,51.56206179,0.15637923,549568,187001,1,3 Pedestrian,2 Female,Oct-15,15,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200235380,Ealing,27,51.5283264,-0.28482116,519076,182440,2,2 Passenger,1 Male,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235520,Bexley,18,51.49919135,0.12684247,547724,179950,1,3 Pedestrian,2 Female,Oct-15,10,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200235608,Islington,3,51.54616288,-0.10115635,531764,184738,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,04 Crossing Road Within 50M Xing,2 From Drivers N/Side Msk,1 Pedestrian
1200235617,Harrow,29,51.59480379,-0.35942986,513735,189714,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200235738,Greenwich,6,51.48695183,0.10793557,546451,178551,1,3 Pedestrian,1 Male,Oct-15,15,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200235756,Redbridge,14,51.60007119,0.08082382,544211,191076,1,3 Pedestrian,2 Female,Oct-15,10,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200235805,Greenwich,6,51.48982051,0.10793829,546442,178870,1,3 Pedestrian,2 Female,Oct-15,10,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200235824,Southwark,8,51.44244895,-0.08455345,533217,173235,1,3 Pedestrian,1 Male,Oct-15,13,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200235909,Redbridge,14,51.56836459,0.11888467,546949,187626,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian
1200236043,Newham,17,51.52986642,0.02316597,540434,183157,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200236050,Bromley,19,51.39881323,0.01846873,540510,168575,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian
1200236206,Waltham Forest,13,51.57256541,-0.02761196,536784,187809,1,3 Pedestrian,2 Female,Oct-15,13,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200236351,Hackney,4,51.57434754,-0.07755633,533318,187915,1,1 Driver/Rider,1 Male,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236385,Newham,17,51.5322869,0.04999027,542287,183478,1,3 Pedestrian,1 Male,Oct-15,10,1,2 Serious,04 Crossing Road Within 50M Xing,3 From Drivers O/Side,1 Pedestrian
1200236402,Barking & Dagenham,16,51.54632247,0.09491378,545358,185127,1,3 Pedestrian,2 Female,Oct-15,12,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200236428,Bromley,19,51.38925002,-0.02566052,537469,167428,1,2 Passenger,1 Male,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236459,Islington,3,51.55582841,-0.13751058,529216,185748,1,1 Driver/Rider,1 Male,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236467,Enfield,32,51.62388908,-0.06019281,534375,193456,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200236555,Wandsworth,10,51.4255688,-0.16489217,527681,171215,1,2 Passenger,2 Female,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,5 Taxi
1200236685,Merton,22,51.41571102,-0.19082866,525905,170074,1,3 Pedestrian,2 Female,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian
1200236734,Croydon,20,51.38106251,-0.12054377,530891,166344,2,2 Passenger,2 Female,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236739,Waltham Forest,13,51.57524696,-0.01278955,537803,188135,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200236758,Camden,2,51.54256097,-0.14184539,528953,184265,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200236990,Redbridge,14,51.55885999,0.08977661,544962,186511,1,3 Pedestrian,1 Male,Oct-15,10,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200237421,Tower Hamlets,5,51.51783141,-0.0418404,535961,181696,1,1 Driver/Rider,2 Female,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200237456,Enfield,32,51.68094323,-0.04427225,535307,199830,1,1 Driver/Rider,1 Male,Oct-15,13,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200237670,Haringey,31,51.5965425,-0.06834649,533891,190400,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200237692,Havering,15,51.58714132,0.22486631,554230,189932,2,2 Passenger,1 Male,Oct-15,12,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237747,Havering,15,51.5617889,0.29036108,558855,187253,4,2 Passenger,2 Female,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237754,Hammersmith & Fulham,11,51.47306868,-0.1979495,525253,176440,1,2 Passenger,2 Female,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237848,Islington,3,51.53421676,-0.10703209,531391,183399,1,3 Pedestrian,2 Female,Oct-15,13,1,3 Slight,09 In Road - Not Crossing,7 In Rd Facing Traffic,1 Pedestrian
1200237938,Waltham Forest,13,51.56658612,-0.02124743,537243,187156,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200237969,Bexley,18,51.44888699,0.18153898,551687,174468,3,2 Passenger,1 Male,Oct-15,12,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200238108,Ealing,27,51.53421157,-0.36900614,513222,182961,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200238150,Kensington & Chelsea,12,51.51688293,-0.21337232,524063,181286,3,2 Passenger,1 Male,Oct-15,13,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200238169,Greenwich,6,51.4821313,0.07111542,543910,177942,2,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200238187,Newham,17,51.5411421,0.00229417,538952,184371,1,3 Pedestrian,2 Female,Oct-15,15,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200238314,Bromley,19,51.40074013,0.01675636,540385,168786,1,3 Pedestrian,1 Male,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200238480,Greenwich,6,51.48229674,0.11175366,546731,178041,3,2 Passenger,2 Female,Oct-15,11,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200238517,Croydon,20,51.37454279,-0.09381225,532770,165667,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200238546,Havering,15,51.59224111,0.2210295,553947,190491,1,1 Driver/Rider,1 Male,Oct-15,15,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200238557,Havering,15,51.57415576,0.18370829,551422,188402,1,3 Pedestrian,2 Female,Oct-15,11,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian
1200238686,Greenwich,6,51.48120426,0.08080953,544586,177858,1,3 Pedestrian,2 Female,Oct-15,14,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200238694,Brent,28,51.56433566,-0.24186878,521959,186515,1,3 Pedestrian,2 Female,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200238885,Newham,17,51.52999858,0.0181113,540083,183162,1,3 Pedestrian,2 Female,Oct-15,10,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200238890,Tower Hamlets,5,51.49970125,-0.01878699,537615,179723,1,2 Passenger,2 Female,Oct-15,11,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200238923,Croydon,20,51.38601072,-0.12236747,530750,166891,1,3 Pedestrian,2 Female,Oct-15,11,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200238933,Hounslow,25,51.44552812,-0.39963907,511313,173052,1,2 Passenger,1 Male,Oct-15,11,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239024,Tower Hamlets,5,51.5219388,-0.06445457,534380,182111,4,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200239305,Croydon,20,51.35498893,-0.02948966,537305,163611,2,2 Passenger,1 Male,Oct-15,11,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239335,Richmond-Upon-Thames,24,51.47146561,-0.24645078,521889,176180,1,1 Driver/Rider,2 Female,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200239340,Greenwich,6,51.48653108,0.09578772,545609,178480,1,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,04 Crossing Road Within 50M Xing,3 From Drivers O/Side,1 Pedestrian
1200239389,Islington,3,51.53988857,-0.09687512,532079,184048,1,2 Passenger,2 Female,Oct-15,14,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239462,Barnet,30,51.64223625,-0.1950649,524989,195257,1,3 Pedestrian,1 Male,Oct-15,13,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200239502,Newham,17,51.5324699,0.05135384,542381,183501,2,2 Passenger,2 Female,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239605,Redbridge,14,51.57037176,0.12873318,547625,187869,1,3 Pedestrian,2 Female,Oct-15,15,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200239718,Barking & Dagenham,16,51.5279354,0.10277787,545962,183098,1,3 Pedestrian,1 Male,Oct-15,10,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200239826,Ealing,27,51.50935965,-0.33465982,515667,180251,1,3 Pedestrian,1 Male,Oct-15,11,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200239842,Hounslow,25,51.44077611,-0.38882644,512076,172540,1,3 Pedestrian,1 Male,Oct-15,12,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200239845,Camden,2,51.55421048,-0.14437096,528745,185556,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200239990,Richmond-Upon-Thames,24,51.43943396,-0.36078753,514028,172434,1,3 Pedestrian,2 Female,Oct-15,12,1,3 Slight,04 Crossing Road Within 50M Xing,2 From Drivers N/Side Msk,1 Pedestrian
1200240014,Newham,17,51.51798865,0.07300168,543928,181933,2,2 Passenger,'-1 Unknown,Oct-15,12,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240031,Hammersmith & Fulham,11,51.47355741,-0.21284839,524217,176469,1,3 Pedestrian,1 Male,Oct-15,12,1,2 Serious,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200240039,Newham,17,51.51554188,0.0251832,540618,181568,1,2 Passenger,1 Male,Oct-15,12,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200240047,Wandsworth,10,51.44792461,-0.19909769,525242,173642,1,3 Pedestrian,1 Male,Oct-15,11,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200240123,Lewisham,7,51.42589653,-0.04934147,535713,171459,1,3 Pedestrian,1 Male,Oct-15,14,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200240182,Ealing,27,51.52451327,-0.29220106,518574,182004,1,3 Pedestrian,2 Female,Oct-15,11,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200240295,Brent,28,51.53869176,-0.24627557,521722,183656,1,3 Pedestrian,2 Female,Oct-15,13,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian
1200240528,Greenwich,6,51.48810297,0.06190782,543252,178588,1,3 Pedestrian,1 Male,Oct-15,15,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200240782,Southwark,8,51.499056,-0.07450173,533750,179548,1,1 Driver/Rider,1 Male,Oct-15,14,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240856,Hackney,4,51.54201531,-0.04740709,535503,184375,1,2 Passenger,2 Female,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241042,Greenwich,6,51.45362935,0.02552072,540832,174684,1,3 Pedestrian,1 Male,Oct-15,15,1,2 Serious,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200241048,Wandsworth,10,51.44530005,-0.23467395,522777,173290,1,3 Pedestrian,2 Female,Oct-15,13,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200241072,Bromley,19,51.38602027,0.06678641,543911,167246,1,2 Passenger,1 Male,Oct-15,10,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
